Year,Ward Code,Ward Name,Ward Zone,Issue Type,Sub Issue,Total Complaints,Complaints Closed,Complaints Open Pending,Closure Rate Pct,Avg Days To Resolve,Citizen Charter Days,Days Exceeded Charter,Escalation Level Reached,Data Source
2019,P/N,Goregaon / Malad,Western Suburbs,Air Pollution,Construction Dust / Debris,7,6,1,85.7,16,15,1,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,P/N,Goregaon / Malad,Western Suburbs,Air Pollution,Industrial Smoke / Emissions,6,5,1,83.3,16,15,1,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,P/N,Goregaon / Malad,Western Suburbs,Street Lights,Street Light Not Working,202,192,10,95.0,4,3,1,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,P/N,Goregaon / Malad,Western Suburbs,Trees,Tree Trimming Required,71,64,7,90.1,9,1,8,Level I,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,P/N,Goregaon / Malad,Western Suburbs,Trees,Fallen / Dangerous Tree,30,27,3,90.0,9,1,8,Level I,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,P/N,Goregaon / Malad,Western Suburbs,Buildings,Illegal Construction,67,43,24,64.2,28,30,0,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,P/N,Goregaon / Malad,Western Suburbs,Toilets / Sanitation,Public Toilet Not Functional,65,55,10,84.6,5,3,2,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,P/S,Borivali East / Dahisar,Western Suburbs,Roads,Bad Patches / Potholes,994,868,126,87.3,17,15,2,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,P/S,Borivali East / Dahisar,Western Suburbs,Roads,Resurfacing of Road,401,350,51,87.3,17,15,2,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,P/S,Borivali East / Dahisar,Western Suburbs,Roads,Broken Footpath,209,182,27,87.1,17,15,2,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,P/S,Borivali East / Dahisar,Western Suburbs,Drainage,Drainage Choke / Blockage,429,356,73,83.0,19,7,12,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,P/S,Borivali East / Dahisar,Western Suburbs,Drainage,Overflow / Flooding,234,194,40,82.9,19,7,12,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,P/S,Borivali East / Dahisar,Western Suburbs,Drainage,Leaking Sewer Line,117,97,20,82.9,19,7,12,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,P/S,Borivali East / Dahisar,Western Suburbs,Solid Waste Mgmt,Garbage Not Lifted,202,173,29,85.6,7,3,4,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,P/S,Borivali East / Dahisar,Western Suburbs,Solid Waste Mgmt,Illegal Dumping / Debris,94,81,13,86.2,7,3,4,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,P/S,Borivali East / Dahisar,Western Suburbs,Solid Waste Mgmt,Waste Burning,40,35,5,87.5,7,3,4,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,P/S,Borivali East / Dahisar,Western Suburbs,Water Supply,Shortage of Water,208,183,25,88.0,11,7,4,Level I,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,P/S,Borivali East / Dahisar,Western Suburbs,Water Supply,Water Contamination,66,58,8,87.9,11,7,4,Level I,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,P/S,Borivali East / Dahisar,Western Suburbs,Water Supply,Leaking Water Pipeline,137,121,16,88.3,11,7,4,Level I,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,P/S,Borivali East / Dahisar,Western Suburbs,Water Supply,Unauthorised Water Tapping,61,54,7,88.5,11,7,4,Level I,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,P/S,Borivali East / Dahisar,Western Suburbs,Air Pollution,Construction Dust / Debris,6,5,1,83.3,16,15,1,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,P/S,Borivali East / Dahisar,Western Suburbs,Air Pollution,Industrial Smoke / Emissions,5,4,1,80.0,16,15,1,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,P/S,Borivali East / Dahisar,Western Suburbs,Street Lights,Street Light Not Working,168,160,8,95.2,4,3,1,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,P/S,Borivali East / Dahisar,Western Suburbs,Trees,Tree Trimming Required,59,53,6,89.8,9,1,8,Level I,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,P/S,Borivali East / Dahisar,Western Suburbs,Trees,Fallen / Dangerous Tree,25,23,2,92.0,9,1,8,Level I,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,P/S,Borivali East / Dahisar,Western Suburbs,Buildings,Illegal Construction,56,36,20,64.3,28,30,0,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,P/S,Borivali East / Dahisar,Western Suburbs,Toilets / Sanitation,Public Toilet Not Functional,54,46,8,85.2,5,3,2,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/C,Kandivali East,Western Suburbs,Roads,Bad Patches / Potholes,870,760,110,87.4,17,15,2,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/C,Kandivali East,Western Suburbs,Roads,Resurfacing of Road,351,306,45,87.2,17,15,2,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/C,Kandivali East,Western Suburbs,Roads,Broken Footpath,182,159,23,87.4,17,15,2,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/C,Kandivali East,Western Suburbs,Drainage,Drainage Choke / Blockage,375,312,63,83.2,19,7,12,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/C,Kandivali East,Western Suburbs,Drainage,Overflow / Flooding,205,170,35,82.9,19,7,12,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/C,Kandivali East,Western Suburbs,Drainage,Leaking Sewer Line,102,85,17,83.3,19,7,12,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/C,Kandivali East,Western Suburbs,Solid Waste Mgmt,Garbage Not Lifted,176,151,25,85.8,7,3,4,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/C,Kandivali East,Western Suburbs,Solid Waste Mgmt,Illegal Dumping / Debris,82,71,11,86.6,7,3,4,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/C,Kandivali East,Western Suburbs,Solid Waste Mgmt,Waste Burning,35,30,5,85.7,7,3,4,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/C,Kandivali East,Western Suburbs,Water Supply,Shortage of Water,182,160,22,87.9,11,7,4,Level I,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/C,Kandivali East,Western Suburbs,Water Supply,Water Contamination,58,51,7,87.9,11,7,4,Level I,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/C,Kandivali East,Western Suburbs,Water Supply,Leaking Water Pipeline,120,106,14,88.3,11,7,4,Level I,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/C,Kandivali East,Western Suburbs,Water Supply,Unauthorised Water Tapping,54,47,7,87.0,11,7,4,Level I,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/C,Kandivali East,Western Suburbs,Air Pollution,Construction Dust / Debris,5,4,1,80.0,16,15,1,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/C,Kandivali East,Western Suburbs,Air Pollution,Industrial Smoke / Emissions,4,4,0,100.0,16,15,1,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/C,Kandivali East,Western Suburbs,Street Lights,Street Light Not Working,147,140,7,95.2,4,3,1,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/C,Kandivali East,Western Suburbs,Trees,Tree Trimming Required,51,47,4,92.2,9,1,8,Level I,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/C,Kandivali East,Western Suburbs,Trees,Fallen / Dangerous Tree,22,20,2,90.9,9,1,8,Level I,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/C,Kandivali East,Western Suburbs,Buildings,Illegal Construction,49,32,17,65.3,28,30,0,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/C,Kandivali East,Western Suburbs,Toilets / Sanitation,Public Toilet Not Functional,47,40,7,85.1,5,3,2,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/N,Dahisar / Borivali,Western Suburbs,Roads,Bad Patches / Potholes,796,694,102,87.2,17,15,2,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/N,Dahisar / Borivali,Western Suburbs,Roads,Resurfacing of Road,321,280,41,87.2,17,15,2,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/N,Dahisar / Borivali,Western Suburbs,Roads,Broken Footpath,167,146,21,87.4,17,15,2,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/N,Dahisar / Borivali,Western Suburbs,Drainage,Drainage Choke / Blockage,343,285,58,83.1,19,7,12,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/N,Dahisar / Borivali,Western Suburbs,Drainage,Overflow / Flooding,187,156,31,83.4,19,7,12,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/N,Dahisar / Borivali,Western Suburbs,Drainage,Leaking Sewer Line,94,78,16,83.0,19,7,12,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/N,Dahisar / Borivali,Western Suburbs,Solid Waste Mgmt,Garbage Not Lifted,161,138,23,85.7,7,3,4,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/N,Dahisar / Borivali,Western Suburbs,Solid Waste Mgmt,Illegal Dumping / Debris,75,65,10,86.7,7,3,4,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/N,Dahisar / Borivali,Western Suburbs,Solid Waste Mgmt,Waste Burning,32,28,4,87.5,7,3,4,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/N,Dahisar / Borivali,Western Suburbs,Water Supply,Shortage of Water,166,146,20,88.0,11,7,4,Level I,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/N,Dahisar / Borivali,Western Suburbs,Water Supply,Water Contamination,53,47,6,88.7,11,7,4,Level I,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/N,Dahisar / Borivali,Western Suburbs,Water Supply,Leaking Water Pipeline,110,97,13,88.2,11,7,4,Level I,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/N,Dahisar / Borivali,Western Suburbs,Water Supply,Unauthorised Water Tapping,49,43,6,87.8,11,7,4,Level I,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/N,Dahisar / Borivali,Western Suburbs,Air Pollution,Construction Dust / Debris,5,4,1,80.0,16,15,1,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/N,Dahisar / Borivali,Western Suburbs,Air Pollution,Industrial Smoke / Emissions,4,3,1,75.0,16,15,1,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/N,Dahisar / Borivali,Western Suburbs,Street Lights,Street Light Not Working,134,128,6,95.5,4,3,1,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/N,Dahisar / Borivali,Western Suburbs,Trees,Tree Trimming Required,47,43,4,91.5,9,1,8,Level I,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/N,Dahisar / Borivali,Western Suburbs,Trees,Fallen / Dangerous Tree,20,18,2,90.0,9,1,8,Level I,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/N,Dahisar / Borivali,Western Suburbs,Buildings,Illegal Construction,45,29,16,64.4,28,30,0,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/N,Dahisar / Borivali,Western Suburbs,Toilets / Sanitation,Public Toilet Not Functional,43,37,6,86.0,5,3,2,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/S,Kandivali West / Malad West,Western Suburbs,Roads,Bad Patches / Potholes,945,825,120,87.3,17,15,2,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/S,Kandivali West / Malad West,Western Suburbs,Roads,Resurfacing of Road,381,332,49,87.1,17,15,2,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/S,Kandivali West / Malad West,Western Suburbs,Roads,Broken Footpath,198,173,25,87.4,17,15,2,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/S,Kandivali West / Malad West,Western Suburbs,Drainage,Drainage Choke / Blockage,408,339,69,83.1,19,7,12,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/S,Kandivali West / Malad West,Western Suburbs,Drainage,Overflow / Flooding,222,185,37,83.3,19,7,12,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/S,Kandivali West / Malad West,Western Suburbs,Drainage,Leaking Sewer Line,111,92,19,82.9,19,7,12,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/S,Kandivali West / Malad West,Western Suburbs,Solid Waste Mgmt,Garbage Not Lifted,192,164,28,85.4,7,3,4,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/S,Kandivali West / Malad West,Western Suburbs,Solid Waste Mgmt,Illegal Dumping / Debris,89,77,12,86.5,7,3,4,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/S,Kandivali West / Malad West,Western Suburbs,Solid Waste Mgmt,Waste Burning,38,33,5,86.8,7,3,4,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/S,Kandivali West / Malad West,Western Suburbs,Water Supply,Shortage of Water,197,174,23,88.3,11,7,4,Level I,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/S,Kandivali West / Malad West,Western Suburbs,Water Supply,Water Contamination,63,55,8,87.3,11,7,4,Level I,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/S,Kandivali West / Malad West,Western Suburbs,Water Supply,Leaking Water Pipeline,130,115,15,88.5,11,7,4,Level I,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/S,Kandivali West / Malad West,Western Suburbs,Water Supply,Unauthorised Water Tapping,58,51,7,87.9,11,7,4,Level I,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/S,Kandivali West / Malad West,Western Suburbs,Air Pollution,Construction Dust / Debris,6,5,1,83.3,16,15,1,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/S,Kandivali West / Malad West,Western Suburbs,Air Pollution,Industrial Smoke / Emissions,5,4,1,80.0,16,15,1,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/S,Kandivali West / Malad West,Western Suburbs,Street Lights,Street Light Not Working,160,152,8,95.0,4,3,1,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/S,Kandivali West / Malad West,Western Suburbs,Trees,Tree Trimming Required,56,51,5,91.1,9,1,8,Level I,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/S,Kandivali West / Malad West,Western Suburbs,Trees,Fallen / Dangerous Tree,24,22,2,91.7,9,1,8,Level I,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/S,Kandivali West / Malad West,Western Suburbs,Buildings,Illegal Construction,53,34,19,64.2,28,30,0,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,R/S,Kandivali West / Malad West,Western Suburbs,Toilets / Sanitation,Public Toilet Not Functional,51,44,7,86.3,5,3,2,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,S,Bhandup / Mulund West,Eastern Suburbs,Roads,Bad Patches / Potholes,994,868,126,87.3,17,15,2,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,S,Bhandup / Mulund West,Eastern Suburbs,Roads,Resurfacing of Road,401,350,51,87.3,17,15,2,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,S,Bhandup / Mulund West,Eastern Suburbs,Roads,Broken Footpath,209,182,27,87.1,17,15,2,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,S,Bhandup / Mulund West,Eastern Suburbs,Drainage,Drainage Choke / Blockage,429,356,73,83.0,19,7,12,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,S,Bhandup / Mulund West,Eastern Suburbs,Drainage,Overflow / Flooding,234,194,40,82.9,19,7,12,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,S,Bhandup / Mulund West,Eastern Suburbs,Drainage,Leaking Sewer Line,117,97,20,82.9,19,7,12,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,S,Bhandup / Mulund West,Eastern Suburbs,Solid Waste Mgmt,Garbage Not Lifted,202,173,29,85.6,7,3,4,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,S,Bhandup / Mulund West,Eastern Suburbs,Solid Waste Mgmt,Illegal Dumping / Debris,94,81,13,86.2,7,3,4,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,S,Bhandup / Mulund West,Eastern Suburbs,Solid Waste Mgmt,Waste Burning,40,35,5,87.5,7,3,4,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,S,Bhandup / Mulund West,Eastern Suburbs,Water Supply,Shortage of Water,208,183,25,88.0,11,7,4,Level I,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,S,Bhandup / Mulund West,Eastern Suburbs,Water Supply,Water Contamination,66,58,8,87.9,11,7,4,Level I,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,S,Bhandup / Mulund West,Eastern Suburbs,Water Supply,Leaking Water Pipeline,137,121,16,88.3,11,7,4,Level I,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,S,Bhandup / Mulund West,Eastern Suburbs,Water Supply,Unauthorised Water Tapping,61,54,7,88.5,11,7,4,Level I,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,S,Bhandup / Mulund West,Eastern Suburbs,Air Pollution,Construction Dust / Debris,6,5,1,83.3,16,15,1,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,S,Bhandup / Mulund West,Eastern Suburbs,Air Pollution,Industrial Smoke / Emissions,5,4,1,80.0,16,15,1,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,S,Bhandup / Mulund West,Eastern Suburbs,Street Lights,Street Light Not Working,168,160,8,95.2,4,3,1,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,S,Bhandup / Mulund West,Eastern Suburbs,Trees,Tree Trimming Required,59,53,6,89.8,9,1,8,Level I,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,S,Bhandup / Mulund West,Eastern Suburbs,Trees,Fallen / Dangerous Tree,25,23,2,92.0,9,1,8,Level I,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,S,Bhandup / Mulund West,Eastern Suburbs,Buildings,Illegal Construction,56,36,20,64.3,28,30,0,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,S,Bhandup / Mulund West,Eastern Suburbs,Toilets / Sanitation,Public Toilet Not Functional,54,46,8,85.2,5,3,2,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,T,Mulund East / Vikhroli,Eastern Suburbs,Roads,Bad Patches / Potholes,1019,890,129,87.3,17,15,2,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,T,Mulund East / Vikhroli,Eastern Suburbs,Roads,Resurfacing of Road,411,359,52,87.3,17,15,2,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,T,Mulund East / Vikhroli,Eastern Suburbs,Roads,Broken Footpath,214,187,27,87.4,17,15,2,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,T,Mulund East / Vikhroli,Eastern Suburbs,Drainage,Drainage Choke / Blockage,440,365,75,83.0,19,7,12,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,T,Mulund East / Vikhroli,Eastern Suburbs,Drainage,Overflow / Flooding,240,199,41,82.9,19,7,12,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,T,Mulund East / Vikhroli,Eastern Suburbs,Drainage,Leaking Sewer Line,120,100,20,83.3,19,7,12,Level II,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,T,Mulund East / Vikhroli,Eastern Suburbs,Solid Waste Mgmt,Garbage Not Lifted,207,177,30,85.5,7,3,4,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,T,Mulund East / Vikhroli,Eastern Suburbs,Solid Waste Mgmt,Illegal Dumping / Debris,96,83,13,86.5,7,3,4,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,T,Mulund East / Vikhroli,Eastern Suburbs,Solid Waste Mgmt,Waste Burning,41,35,6,85.4,7,3,4,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,T,Mulund East / Vikhroli,Eastern Suburbs,Water Supply,Shortage of Water,213,188,25,88.3,11,7,4,Level I,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,T,Mulund East / Vikhroli,Eastern Suburbs,Water Supply,Water Contamination,68,60,8,88.2,11,7,4,Level I,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,T,Mulund East / Vikhroli,Eastern Suburbs,Water Supply,Leaking Water Pipeline,140,124,16,88.6,11,7,4,Level I,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
2019,T,Mulund East / Vikhroli,Eastern Suburbs,Water Supply,Unauthorised Water Tapping,63,55,8,87.3,11,7,4,Level I,Praja Foundation - Civic Issues Mumbai 2020 (RTI from CCRS)
